CODE	ENGLISH	CHINESE	JAPAN	SPANISH	SWAHILI	DANISH	THAI	INDONESIA	VIETNAM	PORTOGUESE	KOREA	BURMESE
L_64	Hello ! Look over all the cards Here and use the cards in the specific game only.	你好 ！查看此處的所有紙牌並僅在特定遊戲中使用這些紙牌。	こんにちは ！ここですべてのカードを確認し、特定のゲームでのみカードを使用してください。	Hola ! Mira todas las cartas aquí y usa las cartas solo en el juego específico.	Habari! Angalia kadi zote Hapa na utumie kadi katika mchezo mahususi pekee.	Hej! Se alle kortene her og brug kun kortene i det specifikke spil.	สวัสดี ! ดูไพ่ทั้งหมดที่นี่ และใช้ไพ่ในเกมที่ระบุเท่านั้น	Halo ! Periksa semua kartu di sini dan gunakan kartu tersebut hanya untuk permainan tertentu.	Xin chào ! Xem qua tất cả các thẻ Tại đây và chỉ sử dụng các thẻ trong trò chơi cụ thể.	Olá ! Veja todas as cartas aqui e use as cartas apenas no jogo específico.	안녕하세요 ! 여기에서 모든 카드를 살펴보고 특정 게임에서만 카드를 사용하세요.	မင်္ဂလာပါ ! ကတ်အားလုံးကို ဤနေရာတွင် ကြည့်ရှုပြီး သတ်မှတ်ထားသော ဂိမ်းတွင်သာ ကတ်များကို အသုံးပြုပါ။
L_65	Search:	搜尋:	検索：	Buscar:	Tafuta:	Søge:	ค้นหา:	Mencari:	Tìm kiếm:	Procurar:	찾다:	ရှာဖွေရန်-
L_66	Date:	日期：	日付：	Fecha:	Tarehe:	Dato:	วันที่:	Tanggal:	Ngày:	Data:	날짜:	ရက်စွဲ-
L_67	Round number:	輪數：	概数:	Número redondo:	Nambari ya mzunguko:	Rundt nummer:	หมายเลขรอบ:	Angka bulat:	Số tròn:	Número redondo:	라운드 수:	အဝိုင်းနံပါတ်-
L_68	Return to previous page	回上一頁	前のページに戻る	Volver a la página anterior	Rudi kwenye ukurasa uliopita	Vend tilbage til forrige side	กลับไปยังหน้าก่อนหน้า	Kembali ke halaman sebelumnya	Quay lại trang trước	Voltar à página anterior	이전 페이지로 돌아가기	ယခင်စာမျက်နှာသို့ ပြန်သွားရန်
L_69	Higher level, higher rewards! 	等級越高，獎勵越高！ 	より高いレベル、より高い報酬！ 	¡Nivel más alto, recompensas más altas! 	Kiwango cha juu, tuzo za juu! 	Højere niveau, højere belønninger! 	ระดับที่สูงขึ้น รางวัลที่สูงขึ้น! 	Level lebih tinggi, imbalan lebih tinggi! 	Cấp độ cao hơn, phần thưởng cao hơn! 	Nível mais alto, recompensas mais altas! 	더 높은 레벨, 더 높은 보상! 	ပိုမိုမြင့်မားသောအဆင့်၊ မြင့်မားသောဆုလာဘ်များ။ 
L_70	JILI LV Use:	吉利LV用途：	JILI LV 使用:	Uso de JILI LV:	Matumizi ya JILI LV:	JILI LV Brug:	JILI LV ใช้:	Penggunaan JILI LV:	JILI LV Sử dụng:	Uso JILI LV:	JILI LV 사용:	JILI LV အသုံးပြုမှု-
L_71	Bet 1 coin to receive 1 point of JILI LV EXP.	投注1個幣即可獲得1點JILI LV EXP。	コインを1枚賭けるとJILI LV EXPが1ポイント獲得できます。	Apueste 1 moneda para recibir 1 punto de JILI LV EXP.	Weka dau la sarafu 1 ili kupokea pointi 1 ya JILI LV EXP.	Sats på 1 mønt for at modtage 1 point af JILI LV EXP.	เดิมพัน 1 เหรียญเพื่อรับ 1 แต้มของ JILI LV EXP	Taruhan 1 koin untuk menerima 1 poin JILI LV EXP.	Đặt cược 1 xu để nhận 1 điểm JILI LV EXP.	Aposte 1 moeda para receber 1 ponto de JILI LV EXP.	코인 1개를 베팅하시면 JILI LV EXP 1포인트를 받으실 수 있습니다.	JILI LV EXP ၏ 1 မှတ်ရရှိရန် 1 coin လောင်းပါ။
L_72	JILI LV applies to slot and fishing machines.	JILI LV適用於老虎機和釣魚機。	JILI LVはスロットマシンとフィッシングマシンに適用されます。	JILI LV se aplica a máquinas tragamonedas y de pesca.	JILI LV inatumika kwa yanayopangwa na mashine za uvuvi.	JILI LV gælder for spilleautomater og fiskemaskiner.	JILI LV ใช้กับสล็อตและเครื่องตกปลา	JILI LV berlaku untuk mesin slot dan pancing.	JILI LV áp dụng cho máy đánh bạc và máy câu cá.	JILI LV aplica-se a máquinas caça-níqueis e de pesca.	JILI LV는 슬롯 머신과 낚시 머신에 적용됩니다.	JILI LV သည် အထိုင်နှင့် ငါးဖမ်းစက်များတွင် အကျုံးဝင်သည်။
L_73	The LV may be reset during special conditions.	特殊情況下 LV 可能會被重置。	特殊な条件下ではLVがリセットされる場合があります。	El LV puede restablecerse durante condiciones especiales.	LV inaweza kuwekwa upya katika hali maalum.	LV kan nulstilles under særlige forhold.	LV อาจถูกรีเซ็ตได้ในช่วงเงื่อนไขพิเศษ	LV dapat direset selama kondisi khusus.	LV có thể được đặt lại trong các điều kiện đặc biệt.	O LV pode ser redefinido durante condições especiais.	특별한 상황에서는 LV가 재설정될 수 있습니다.	အထူးအခြေအနေများတွင် LV ကို ပြန်လည်သတ်မှတ်နိုင်ပါသည်။
L_74	Since LV is an extra reward service, JILI reserves the right to adjust the levels and rules as needed.	由於LV是一項額外獎勵服務，吉利保留根據需要調整等級和規則的權利。	LV は追加の報酬サービスであるため、JILI は必要に応じてレベルとルールを調整する権利を留保します。	Dado que LV es un servicio de recompensa adicional, JILI se reserva el derecho de ajustar los niveles y reglas según sea necesario.	Kwa kuwa LV ni huduma ya ziada ya zawadi, JILI inahifadhi haki ya kurekebisha viwango na sheria inavyohitajika.	Da LV er en ekstra belønningstjeneste, forbeholder JILI sig retten til at justere niveauerne og reglerne efter behov.	เนื่องจาก LV เป็นบริการรางวัลพิเศษ JILI ขอสงวนสิทธิ์ในการปรับระดับและกฎเกณฑ์ตามความจำเป็น	Karena LV merupakan layanan reward ekstra, JILI berhak menyesuaikan level dan aturan sesuai kebutuhan.	Vì LV là dịch vụ tặng thưởng bổ sung nên JILI có quyền điều chỉnh các cấp độ và quy tắc nếu cần.	Como o LV é um serviço de recompensa extra, a JILI reserva-se o direito de ajustar os níveis e regras conforme necessário.	LV는 추가 보상 서비스이므로 JILI는 필요에 따라 수준과 규칙을 조정할 권리를 보유합니다.	LV သည် အပိုဆုကြေးပေးသည့်ဝန်ဆောင်မှုဖြစ်သောကြောင့် JILI သည် လိုအပ်သလို အဆင့်များနှင့် စည်းမျဉ်းများကို ချိန်ညှိပိုင်ခွင့်ရှိသည်။
L_75	JILI LV Reset:	吉利LV重置：	JILI LV リセット:	Restablecimiento de JILI LV:	Weka upya JILI LV:	JILI LV-nulstilling:	JILI LV รีเซ็ต:	Pengaturan Ulang JILI LV:	Đặt lại JILI LV:	Redefinição JILI LV:	JILI LV 재설정:	JILI LV ပြန်လည်သတ်မှတ်ခြင်း-
L_76	If no JILI games have been played for 15 consecutive days, the current level will be maintained, but the current EXP bar will be reset to 0 at 12:00AM the following day. 	如果連續15天沒有玩JILI遊戲，則維持目前等級，但目前EXP欄將在隔天12:00重設為0。 	JILI ゲームが 15 日間連続してプレイされなかった場合、現在のレベルは維持されますが、現在の EXP バーは翌日の午前 00 時に 0 にリセットされます。 	Si no se ha jugado ningún juego JILI durante 15 días consecutivos, se mantendrá el nivel actual, pero la barra de EXP actual se restablecerá a 0 a las 12:00 a. m. del día siguiente. 	Ikiwa hakuna michezo ya JILI ambayo imechezwa kwa siku 15 mfululizo, kiwango cha sasa kitadumishwa, lakini upau wa sasa wa EXP utawekwa upya hadi 0 saa 12:00AM siku inayofuata. 	Hvis ingen JILI-spil er blevet spillet i 15 på hinanden følgende dage, vil det nuværende niveau blive bibeholdt, men den aktuelle EXP-bjælke vil blive nulstillet til 0 kl. 12:00 den følgende dag. 	หากไม่มีการเล่นเกม JILI เป็นเวลา 15 วันติดต่อกัน ระดับปัจจุบันจะยังคงอยู่ แต่แถบ EXP ปัจจุบันจะถูกรีเซ็ตเป็น 0 เวลา 00:00 น. ของวันถัดไป 	Jika tidak ada permainan JILI yang dimainkan selama 15 hari berturut-turut, level saat ini akan dipertahankan, namun bar EXP saat ini akan diatur ulang ke 0 pada pukul 12:00 keesokan harinya. 	Nếu không chơi trò chơi JILI nào trong 15 ngày liên tiếp, cấp độ hiện tại sẽ được giữ nguyên nhưng thanh EXP hiện tại sẽ được đặt lại về 0 lúc 12:00 sáng ngày hôm sau. 	Se nenhum jogo JILI for jogado por 15 dias consecutivos, o nível atual será mantido, mas a barra de EXP atual será redefinida para 0 às 12h do dia seguinte. 	15일 연속으로 JILI 게임을 플레이하지 않은 경우 현재 레벨은 유지되지만, 현재 경험치 바는 다음날 오전 12시에 0으로 재설정됩니다. 	JILI ဂိမ်းများကို 15 ရက်ဆက်တိုက် မကစားပါက၊ လက်ရှိအဆင့်ကို ထိန်းသိမ်းထားမည်ဖြစ်ပြီး လက်ရှိ EXP bar သည် နောက်တစ်နေ့ နံနက် 12:00 တွင် 0 သို့ ပြန်လည်သတ်မှတ်မည်ဖြစ်သည်။ 
L_77	If no JILI games have been played for 30 consecutive days, the LV and EXP bar will be reset to 0 at 12:00AM of the following day. 	如果連續30天沒有玩JILI遊戲，則LV和EXP欄將在隔天12:00重設為0。 	30日間連続でJILIゲームをプレイしなかった場合、翌日の午前0時にLVとEXPバーが0にリセットされます。 	Si no se ha jugado ningún juego JILI durante 30 días consecutivos, la barra LV y EXP se restablecerá a 0 a las 12:00 a. m. del día siguiente. 	Ikiwa hakuna michezo ya JILI ambayo imechezwa kwa siku 30 mfululizo, upau wa LV na EXP utawekwa upya hadi 0 saa 12:00AM ya siku inayofuata. 	Hvis ingen JILI-spil er blevet spillet i 30 på hinanden følgende dage, vil LV- og EXP-bjælken blive nulstillet til 0 kl. 12:00 den følgende dag. 	หากไม่มีการเล่นเกม JILI เป็นเวลา 30 วันติดต่อกัน แถบ LV และ EXP จะถูกรีเซ็ตเป็น 0 เวลา 00.00 น. ของวันถัดไป 	Jika tidak ada game JILI yang dimainkan selama 30 hari berturut-turut, bar LV dan EXP akan direset ke 0 pada pukul 12:00 keesokan harinya. 	Nếu không chơi trò chơi JILI nào trong 30 ngày liên tiếp, thanh LV và EXP sẽ được đặt lại về 0 lúc 12:00 sáng ngày hôm sau. 	Se nenhum jogo JILI for jogado por 30 dias consecutivos, a barra de LV e EXP será redefinida para 0 às 12h do dia seguinte. 	30일 연속으로 JILI 게임을 플레이하지 않은 경우 LV 및 EXP 바는 다음날 오전 12시에 0으로 재설정됩니다. 	JILI ဂိမ်းများကို ရက် 30 ဆက်တိုက် မကစားပါက LV နှင့် EXP bar သည် နောက်နေ့ 12:00AM တွင် 0 သို့ ပြန်လည်သတ်မှတ်မည်ဖြစ်သည်။ 
L_78	Sign-in Intro:	登入簡介：	サインインの概要:	Introducción al inicio de sesión:	Utangulizi wa Kuingia:	Introduktion til login:	บทนำการลงชื่อเข้าใช้:	Pengenalan Masuk:	Giới thiệu đăng nhập:	Introdução de login:	로그인 소개:	လက်မှတ်ထိုးဝင်ခြင်း နိဒါန်း-
L_79	Accumulating a full progress bar through BET will raise JILI LV and unlock more rewards. 	透過BET累積滿進度條將提升JILI LV並解鎖更多獎勵。 	BET を通じてプログレスバーをフルに蓄積すると、JILI LV が上昇し、より多くの報酬のロックが解除されます。 	Acumular una barra de progreso completa a través de BET aumentará el nivel de JILI y desbloqueará más recompensas. 	Kukusanya upau kamili wa maendeleo kupitia BET kutaongeza JILI LV na kupata zawadi zaidi. 	At akkumulere en fuld statuslinje gennem BET vil hæve JILI LV og låse op for flere belønninger. 	การสะสมแถบความคืบหน้าทั้งหมดผ่าน BET จะเพิ่ม JILI LV และปลดล็อครางวัลมากขึ้น 	Mengumpulkan bilah kemajuan penuh melalui BET akan meningkatkan JILI LV dan membuka lebih banyak hadiah. 	Tích lũy toàn bộ thanh tiến trình thông qua BET sẽ nâng cao JILI LV và mở khóa nhiều phần thưởng hơn. 	Acumular uma barra de progresso completa através do BET aumentará o JILI LV e desbloqueará mais recompensas. 	BET를 통해 전체 진행률 표시줄을 누적하면 JILI LV가 올라가고 더 많은 보상이 잠금 해제됩니다. 	BET မှတစ်ဆင့် တိုးတက်မှုဘားတန်းကို စုဆောင်းခြင်းသည် JILI LV ကို တိုးစေပြီး ဆုလာဘ်များကို လော့ခ်ဖွင့်ပေးမည်ဖြစ်သည်။ 
L_80	Reward resets weekly on Tuesday 12:00.	每週週二 12:00 重置獎勵。	報酬は毎週火曜日 12:00 にリセットされます。	La recompensa se reinicia semanalmente el martes a las 12:00.	Zawadi hurejeshwa kila wiki siku ya Jumanne 12:00.	Belønningen nulstilles ugentligt tirsdag kl. 12.00.	รางวัลจะรีเซ็ตทุกสัปดาห์ในวันอังคาร เวลา 12:00 น.	Hadiah disetel ulang setiap minggu pada hari Selasa pukul 12:00.	Phần thưởng được đặt lại hàng tuần vào lúc 12:00 Thứ Ba.	A recompensa é redefinida semanalmente às 12h de terça-feira.	보상은 매주 화요일 12시에 초기화됩니다.	ဆုလာဘ်ကို အပတ်စဉ် အင်္ဂါနေ့ 12:00 တွင် ပြန်လည်သတ်မှတ်သည်။
L_81	JILI LV Rankings Info	吉利LV排行榜信息	JILI LVランキング情報	Información de clasificación de JILI LV	Maelezo ya Vyeo vya JILI LV	JILI LV Rankings Info	ข้อมูลการจัดอันดับ JILI LV	Info Peringkat JILI LV	Thông tin xếp hạng JILI LV	Informações de classificação JILI LV	JILI LV 순위 정보	JILI LV အဆင့်သတ်မှတ်ချက်အချက်အလက်
L_82	Logging into the designated game will assign the Player to a competition group determined by JILI Level. The higher the JILI Level, the better the rewards! 	登入指定遊戲後，玩家將被分配到由JILI等級決定的比賽組別。吉力等級越高，獎勵越好！ 	指定されたゲームにログインすると、プレーヤーは JILI レベルによって決定される競技グループに割り当てられます。 JILIレベルが高いほど、より良い報酬が得られます! 	Al iniciar sesión en el juego designado, se asignará al jugador a un grupo de competición determinado por el nivel JILI. ¡Cuanto mayor sea el nivel JILI, mejores serán las recompensas! 	Kuingia kwenye mchezo ulioteuliwa kutampanga Mchezaji kwenye kikundi cha shindano kilichobainishwa na Kiwango cha JILI. Kadiri kiwango cha JILI kilivyo juu, ndivyo thawabu zinavyokuwa bora zaidi! 	Hvis du logger ind på det udpegede spil, tildeles spilleren en konkurrencegruppe, der bestemmes af JILI-niveau. Jo højere JILI-niveau, jo bedre belønninger! 	การเข้าสู่ระบบเกมที่กำหนดจะกำหนดผู้เล่นไปยังกลุ่มการแข่งขันที่กำหนดโดยระดับ JILI ยิ่งระดับ JILI ยิ่งสูง รางวัลก็ยิ่งดี! 	Masuk ke permainan yang ditentukan akan menempatkan Pemain ke grup kompetisi yang ditentukan oleh Level JILI. Semakin tinggi Level JILI, semakin baik hadiahnya! 	Đăng nhập vào trò chơi được chỉ định sẽ chỉ định Người chơi vào một nhóm cạnh tranh được xác định theo Cấp độ JILI. Cấp JILI càng cao thì phần thưởng càng lớn! 	O login no jogo designado atribuirá o Jogador a um grupo de competição determinado pelo Nível JILI. Quanto maior o nível JILI, melhores serão as recompensas! 	지정된 게임에 로그인하면 플레이어가 JILI 레벨에 따라 결정된 경쟁 그룹에 할당됩니다. JILI 레벨이 높을수록 보상도 좋아집니다! 	သတ်မှတ်ထားသောဂိမ်းသို့ဝင်ရောက်ခြင်းသည် ကစားသမားအား JILI Level မှသတ်မှတ်ထားသော ပြိုင်ပွဲအုပ်စုတစ်ခုသို့ သတ်မှတ်ပေးမည်ဖြစ်သည်။ JILI Level မြင့်လေ၊ ဆုလာဘ်များ ပိုကောင်းလေဖြစ်သည်။ 
L_83	If the Player's JILI Level changed in the middle of the competition, the Player will be moved to the corresponding group in the next event. 	如果比賽中途選手的JILI等級發生變化，則在下一場比賽中該選手將被移至相應組別。 	プレーヤーのJILIレベルが競技の途中で変更された場合、プレーヤーは次のイベントで対応するグループに移動されます。 	Si el nivel JILI del jugador cambió a mitad de la competición, el jugador pasará al grupo correspondiente en el siguiente evento. 	Ikiwa Kiwango cha JILI cha Mchezaji kilibadilika katikati ya shindano, Mchezaji atahamishwa hadi kwenye kikundi sambamba katika tukio linalofuata. 	Hvis spillerens JILI-niveau ændres midt i konkurrencen, vil spilleren blive flyttet til den tilsvarende gruppe i den næste begivenhed. 	หากระดับ JILI ของผู้เล่นเปลี่ยนไปในระหว่างการแข่งขัน ผู้เล่นจะถูกย้ายไปยังกลุ่มที่เกี่ยวข้องในกิจกรรมถัดไป 	Jika Level JILI Pemain berubah di tengah kompetisi, Pemain akan dipindahkan ke grup terkait di acara berikutnya. 	Nếu Cấp độ JILI của Người chơi thay đổi giữa cuộc thi, Người chơi sẽ được chuyển sang nhóm tương ứng trong sự kiện tiếp theo. 	Se o Nível JILI do Jogador for alterado no meio da competição, o Jogador será transferido para o grupo correspondente no próximo evento. 	대회 도중에 플레이어의 JILI 레벨이 변경된 경우 플레이어는 다음 이벤트에서 해당 그룹으로 이동됩니다. 	အကယ်၍ ကစားသမား၏ JILI Level သည် ပြိုင်ပွဲအလယ်တွင် ပြောင်းလဲသွားပါက၊ ကစားသမားအား နောက်ပွဲများတွင် သက်ဆိုင်ရာအဖွဲ့သို့ ပြောင်းရွှေ့သွားမည်ဖြစ်ပါသည်။ 
L_84	JILI LV Mission Info	吉利LV使命訊息	JILI LVミッション情報	Información de la misión JILI LV	JILI LV Mission Info	JILI LV Mission Info	ข้อมูลภารกิจ JILI LV	Info Misi JILI LV	Thông tin nhiệm vụ JILI LV	Informações da missão JILI LV	JILI LV 임무 정보	JILI LV မစ်ရှင်အချက်အလက်
L_85	Select Game	選擇遊戲	ゲームを選択	Seleccionar juego	Chagua Mchezo	Vælg Spil	เลือกเกม	Pilih Permainan	Chọn trò chơi	Selecione o jogo	게임 선택	ဂိမ်းကို ရွေးပါ။
L_86	Rankings	排行榜	ランキング	Clasificaciones	Nafasi	Placeringer	อันดับ	Peringkat	Xếp hạng	Classificações	순위	အဆင့်များ
L_87	Now	現在	今	Ahora	Sasa	Nu	ตอนนี้	Sekarang	Hiện nay	Agora	지금	ကဲ
L_88	All	全部	全て	Todo	Wote	Alle	ทั้งหมด	Semua	Tất cả	Todos	모두	အားလုံး
L_89	Get Reward	獲得獎勵	報酬を得る	Obtener recompensa	Pata Tuzo	Få belønning	รับรางวัล	Dapatkan Hadiah	Nhận phần thưởng	Receba recompensa	보상 받기	ဆုရယူပါ။
L_90	Claimed	聲稱	主張した	Reclamado	Imedaiwa	Påstået	อ้างสิทธิ์	Diklaim	Đã xác nhận quyền sở hữu	Reivindicado	청구됨	တိုင်ကြားထားသည်။
L_91	Upgrade to LV1 to unlock rewards.	升級到LV1即可解鎖獎勵。	LV1にアップグレードすると報酬がアンロックされます。	Actualice a LV1 para desbloquear recompensas.	Pata toleo jipya la LV1 ili ufungue zawadi.	Opgrader til LV1 for at låse op for belønninger.	อัปเกรดเป็น LV1 เพื่อปลดล็อกรางวัล	Tingkatkan ke LV1 untuk membuka hadiah.	Nâng cấp lên LV1 để mở khóa phần thưởng.	Atualize para LV1 para desbloquear recompensas.	보상을 잠금 해제하려면 LV1로 업그레이드하세요.	ဆုလာဘ်များသော့ဖွင့်ရန် LV1 သို့ အဆင့်မြှင့်ပါ။
L_92	Upgrade to LV2 to unlock rewards.	升級到LV2即可解鎖獎勵。	LV2にアップグレードすると報酬がアンロックされます。	Actualice a LV2 para desbloquear recompensas.	Pata toleo jipya la LV2 ili kufungua zawadi.	Opgrader til LV2 for at låse op for belønninger.	อัปเกรดเป็น LV2 เพื่อปลดล็อกรางวัล	Tingkatkan ke LV2 untuk membuka hadiah.	Nâng cấp lên LV2 để mở khóa phần thưởng.	Atualize para LV2 para desbloquear recompensas.	보상을 잠금 해제하려면 LV2로 업그레이드하세요.	ဆုလာဘ်များသော့ဖွင့်ရန် LV2 သို့ အဆင့်မြှင့်ပါ။
L_93	Upgrade to LV3 to unlock rewards.	升級到LV3即可解鎖獎勵。	LV3にアップグレードすると報酬がアンロックされます。	Actualice a LV3 para desbloquear recompensas.	Pata toleo jipya la LV3 ili ufungue zawadi.	Opgrader til LV3 for at låse op for belønninger.	อัปเกรดเป็น LV3 เพื่อปลดล็อกรางวัล	Tingkatkan ke LV3 untuk membuka hadiah.	Nâng cấp lên LV3 để mở khóa phần thưởng.	Atualize para LV3 para desbloquear recompensas.	보상을 잠금 해제하려면 LV3으로 업그레이드하세요.	ဆုလာဘ်များသော့ဖွင့်ရန် LV3 သို့ အဆင့်မြှင့်ပါ။
L_94	Upgrade to LV4 to unlock rewards.	升級到LV4即可解鎖獎勵。	LV4にアップグレードすると報酬がアンロックされます。	Actualice a LV4 para desbloquear recompensas.	Pata toleo jipya la LV4 ili ufungue zawadi.	Opgrader til LV4 for at låse op for belønninger.	อัปเกรดเป็น LV4 เพื่อปลดล็อกรางวัล	Tingkatkan ke LV4 untuk membuka hadiah.	Nâng cấp lên LV4 để mở khóa phần thưởng.	Atualize para LV4 para desbloquear recompensas.	보상을 잠금 해제하려면 LV4로 업그레이드하세요.	ဆုလာဘ်များသော့ဖွင့်ရန် LV4 သို့ အဆင့်မြှင့်ပါ။
L_95	Upgrade to LV5 to unlock rewards.	升級到LV5即可解鎖獎勵。	LV5にアップグレードすると報酬がアンロックされます。	Actualice a LV5 para desbloquear recompensas.	Pata toleo jipya la LV5 ili ufungue zawadi.	Opgrader til LV5 for at låse op for belønninger.	อัปเกรดเป็น LV5 เพื่อปลดล็อกรางวัล	Tingkatkan ke LV5 untuk membuka hadiah.	Nâng cấp lên LV5 để mở khóa phần thưởng.	Atualize para LV5 para desbloquear recompensas.	보상을 잠금 해제하려면 LV5로 업그레이드하세요.	ဆုလာဘ်များသော့ဖွင့်ရန် LV5 သို့ အဆင့်မြှင့်ပါ။
L_96	Current JILI LV	目前吉利LV	現在のJILI LV	JILI LV actual	JILI LV ya sasa	Nuværende JILI LV	ปัจจุบัน JILI LV	JILI LV saat ini	JILI LV hiện tại	JILI LV atual	현재 JILI LV	လက်ရှိ JILI LV
L_97	Total bet over	總投注額	合計ベットオーバー	Apuesta total terminada	Jumla ya dau imekwisha	Samlet indsats overstået	เดิมพันทั้งหมดจบลง	Total taruhan berakhir	Tổng cược vượt quá	Aposta total acima	총 베팅 종료	စုစုပေါင်းလောင်းကြေးကျော်
L_98	JILI Slot Games	吉力老虎機遊戲	JILI スロット ゲーム	Juegos de tragamonedas JILI	JILI Slot Michezo	JILI spilleautomater	เกมสล็อต JILI	Permainan Slot JILI	Trò chơi slot JILI	Jogos de caça-níqueis JILI	JILI 슬롯 게임	JILI အပေါက်ဂိမ်းများ
L_99	Backpack	背包	バックパック	Mochila	Mkoba	Rygsæk	กระเป๋าเป้สะพายหลัง	Ransel	Balo	Mochila	배낭	ကျောပိုးအိတ်
L_100	Use cards to get	使用卡牌獲得	カードを使って入手する	Usa tarjetas para conseguir	Tumia kadi kupata	Brug kort til at få	ใช้บัตรเพื่อรับ	Gunakan kartu untuk mendapatkan	Sử dụng thẻ để nhận	Use cartões para obter	카드를 사용하여 획득하세요.	ရယူရန်ကတ်များကိုအသုံးပြုပါ။
L_101	1. Missions reset daily at 	1. 任務每天重置於	1. ミッションは毎日次の時間にリセットされます 	1. Las misiones se reinician diariamente a las 	1. Misheni huwekwa upya kila siku saa 	1. Missioner nulstilles dagligt kl 	1. ภารกิจจะรีเซ็ตทุกวันที่ 	1. Misi direset setiap hari pada 	1. Nhiệm vụ được đặt lại hàng ngày vào lúc 	1. As missões são reiniciadas diariamente às 	1. 미션은 매일 초기화됩니다. 	1. Missions များကိုနေ့စဉ်ပြန်လည်သတ်မှတ်သည်။ 
L_102	 and  progress will start from zero.	 並且進步將從零開始。	 そして進歩はゼロから始まります。	 y el progreso comenzará desde cero.	 na maendeleo yataanza kutoka sifuri.	 og fremskridt vil starte fra nul.	 และความก้าวหน้าจะเริ่มจากศูนย์	 dan kemajuan akan dimulai dari nol.	 và sự tiến bộ sẽ bắt đầu từ con số không.	 e o progresso começará do zero.	 진행 상황은 0부터 시작됩니다.	 နှင့်တိုးတက်မှုသည် သုညမှစတင်လိမ့်မည်။
